0.0254777,0.00636943,0.044586,0.0127389,0.0254777,0.0700637,0.0955414,0.0318471,0.0127389,0.0955414,0.0254777,0.0700637,0.00636943,0.0764331,0.152866,0.0636943,0.0828025,0.044586,0.0382166,0.0191083
0.0103093,0.0515464,0.0721649,0.14433,0.0309278,0.0618557,0.0515464,0.14433,0.0618557,0.0309278,0.0309278,0.0824742,0.0412371,0.0206186,0.0103093,0.0103093,0.0103093,0.0103093,0.0618557,0.0618557
0.830508,0.0225989,0.0112994,0.00564972,0.00564972,0.00564972,0.00564972,0.0338983,0.00564972,0.00564972,0.0169492,0.00564972,0.00564972,0.00564972,0.00564972,0.00564972,0.00564972,0.00564972,0.00564972,0.00564972
0.0284091,0.0170455,0.00568182,0.0170455,0.00568182,0.0170455,0.0113636,0.0227273,0.0397727,0.00568182,0.0227273,0.00568182,0.00568182,0.0113636,0.0170455,0.551136,0.1875,0.00568182,0.0113636,0.0113636
0.00510204,0.0306122,0.0306122,0.0153061,0.0357143,0.00510204,0.0765306,0.168367,0.00510204,0.0663265,0.0969388,0.0102041,0.0765306,0.0867347,0.0153061,0.0459184,0.0102041,0.0561224,0.0918367,0.0714286
0.0151515,0.0151515,0.0151515,0.0151515,0.151515,0.030303,0.0757576,0.030303,0.0151515,0.030303,0.0454545,0.030303,0.257576,0.0454545,0.0151515,0.030303,0.0151515,0.0757576,0.0151515,0.0757576
0.0446429,0.00892857,0.00892857,0.0803571,0.0357143,0.0625,0.0446429,0.0267857,0.0535714,0.267857,0.00892857,0.00892857,0.00892857,0.0446429,0.0357143,0.0446429,0.0625,0.0892857,0.0357143,0.0267857
0.0571429,0.0142857,0.0142857,0.0285714,0.0714286,0.0285714,0.0142857,0.0142857,0.0714286,0.0285714,0.0142857,0.0285714,0.0714286,0.0285714,0.0285714,0.0142857,0.0285714,0.0285714,0.385714,0.0285714
0.00961538,0.00961538,0.0288462,0.00961538,0.0288462,0.0288462,0.0576923,0.0384615,0.0384615,0.192308,0.134615,0.0192308,0.0384615,0.0288462,0.0673077,0.0288462,0.0384615,0.163462,0.0192308,0.0192308
0.0338983,0.0169492,0.101695,0.0338983,0.152542,0.0169492,0.0338983,0.118644,0.0508475,0.0169492,0.0169492,0.0169492,0.0169492,0.0169492,0.0338983,0.0169492,0.0847458,0.0169492,0.0677966,0.135593
0.00884956,0.0353982,0.0265487,0.079646,0.00884956,0.0619469,0.0176991,0.0442478,0.0176991,0.0176991,0.0176991,0.132743,0.0442478,0.176991,0.0265487,0.0265487,0.0176991,0.176991,0.0353982,0.0265487
0.549708,0.0204678,0.00292398,0.00292398,0.00584795,0.122807,0.00584795,0.0467836,0.0175439,0.00292398,0.0175439,0.00292398,0.00292398,0.00292398,0.0467836,0.0526316,0.00584795,0.0380117,0.00877193,0.0438596
0.769953,0.0140845,0.00938967,0.0187793,0.0187793,0.0140845,0.0375587,0.0187793,0.00469484,0.0140845,0.00938967,0.00938967,0.00469484,0.00938967,0.00469484,0.00938967,0.00938967,0.00469484,0.0140845,0.00469484
0.0576923,0.0384615,0.0192308,0.0192308,0.0192308,0.0192308,0.0961538,0.0384615,0.0576923,0.0384615,0.0961538,0.0192308,0.0192308,0.0192308,0.0384615,0.0192308,0.230769,0.0192308,0.0769231,0.0576923
0.0136986,0.0205479,0.0410959,0.0273973,0.0410959,0.0136986,0.00684932,0.0410959,0.0410959,0.0136986,0.00684932,0.0136986,0.0136986,0.191781,0.0136986,0.0205479,0.123288,0.0410959,0.0136986,0.30137
0.00481928,0.0746988,0.0192771,0.0554217,0.00240964,0.0385542,0.00240964,0.0578313,0.0698795,0.00481928,0.166265,0.00722892,0.00481928,0.0240964,0.026506,0.0722892,0.171084,0.00240964,0.0168675,0.178313
0.0126582,0.0126582,0.0379747,0.0506329,0.0126582,0.0126582,0.164557,0.101266,0.101266,0.164557,0.0253165,0.0253165,0.0379747,0.0126582,0.0253165,0.0253165,0.0759494,0.0126582,0.0379747,0.0506329
0.0246914,0.037037,0.0617284,0.0123457,0.0246914,0.0617284,0.111111,0.0864198,0.160494,0.0617284,0.0246914,0.0246914,0.0246914,0.037037,0.037037,0.037037,0.037037,0.037037,0.0617284,0.037037
0.025,0.00625,0.06875,0.00625,0.0125,0.175,0.08125,0.125,0.05625,0.0125,0.08125,0.06875,0.0125,0.01875,0.08125,0.0625,0.0375,0.0375,0.025,0.00625
0.00671141,0.033557,0.107383,0.0469799,0.00671141,0.0268456,0.0402685,0.0201342,0.0268456,0.0201342,0.0201342,0.0134228,0.0201342,0.0134228,0.00671141,0.422819,0.134228,0.00671141,0.0134228,0.0134228
0.1125,0.0625,0.0125,0.0125,0.0875,0.05,0.0375,0.0125,0.0625,0.0375,0.0125,0.0125,0.1125,0.0875,0.025,0.05,0.0375,0.075,0.0875,0.0125
0.0851064,0.0212766,0.0638298,0.0638298,0.0638298,0.0212766,0.106383,0.0425532,0.0212766,0.0212766,0.0212766,0.0425532,0.0212766,0.106383,0.0212766,0.12766,0.0212766,0.0212766,0.0212766,0.0851064
0.00238095,0.0047619,0.00714286,0.121429,0.0214286,0.0119048,0.00952381,0.00952381,0.0595238,0.00952381,0.0119048,0.0309524,0.0428571,0.0142857,0.102381,0.390476,0.0142857,0.0238095,0.0047619,0.107143
0.495726,0.0683761,0.014245,0.02849,0.00569801,0.00569801,0.0854701,0.025641,0.00569801,0.011396,0.039886,0.00569801,0.019943,0.011396,0.014245,0.002849,0.011396,0.131054,0.00569801,0.011396
0.0163934,0.147541,0.0491803,0.0163934,0.0163934,0.0163934,0.0163934,0.0655738,0.0491803,0.0163934,0.0327869,0.295082,0.0163934,0.0983607,0.0327869,0.0491803,0.0163934,0.0163934,0.0163934,0.0163934
0.00636943,0.343949,0.089172,0.0191083,0.0191083,0.00636943,0.0318471,0.11465,0.0700637,0.0127389,0.0382166,0.0127389,0.0127389,0.0700637,0.044586,0.0318471,0.0127389,0.0382166,0.0191083,0.00636943
0.00980392,0.0392157,0.0882353,0.0784314,0.00980392,0.0490196,0.254902,0.0588235,0.0196078,0.0490196,0.0490196,0.0686275,0.00980392,0.0490196,0.0196078,0.0294118,0.0392157,0.00980392,0.00980392,0.0588235
0.0078125,0.046875,0.015625,0.0078125,0.078125,0.148438,0.0078125,0.34375,0.0078125,0.0390625,0.015625,0.0546875,0.0078125,0.0078125,0.0078125,0.0390625,0.109375,0.0078125,0.03125,0.015625
0.0243902,0.0609756,0.0121951,0.0121951,0.0121951,0.0365854,0.0609756,0.0121951,0.0853659,0.0487805,0.0487805,0.0609756,0.0243902,0.0121951,0.0243902,0.0609756,0.0487805,0.0243902,0.0121951,0.317073
0.00757576,0.0227273,0.159091,0.0454545,0.00757576,0.0227273,0.0984848,0.030303,0.0454545,0.0984848,0.0227273,0.0454545,0.0984848,0.00757576,0.0227273,0.030303,0.00757576,0.0378788,0.181818,0.00757576
0.00909091,0.0272727,0.0181818,0.00909091,0.127273,0.0181818,0.0272727,0.0181818,0.0727273,0.0454545,0.0181818,0.0272727,0.154545,0.181818,0.0181818,0.0636364,0.0181818,0.0272727,0.0909091,0.0272727
0.011811,0.00590551,0.00590551,0.0019685,0.0649606,0.00590551,0.0137795,0.00590551,0.019685,0.011811,0.0688976,0.00393701,0.00787402,0.0964567,0.0177165,0.0137795,0.409449,0.011811,0.019685,0.202756
0.025641,0.025641,0.0128205,0.0128205,0.102564,0.025641,0.025641,0.0641026,0.0128205,0.0641026,0.025641,0.115385,0.0769231,0.0384615,0.0128205,0.102564,0.0128205,0.0769231,0.0512821,0.115385
0.028169,0.0140845,0.028169,0.028169,0.112676,0.0140845,0.028169,0.0140845,0.028169,0.112676,0.028169,0.028169,0.0422535,0.0140845,0.0140845,0.056338,0.0985915,0.0422535,0.056338,0.211268
0.770335,0.00956938,0.00478469,0.00478469,0.0239234,0.00478469,0.0143541,0.00956938,0.00956938,0.00478469,0.0143541,0.00956938,0.0143541,0.00478469,0.0143541,0.00478469,0.0239234,0.0239234,0.0143541,0.0191388
0.0152672,0.0229008,0.00763359,0.0229008,0.0458015,0.0229008,0.0687023,0.290076,0.0229008,0.0229008,0.0305344,0.0305344,0.0305344,0.0152672,0.0381679,0.0534351,0.00763359,0.0763359,0.129771,0.0458015
0.0405405,0.0135135,0.027027,0.0135135,0.0135135,0.027027,0.0135135,0.0675676,0.0540541,0.0405405,0.027027,0.0135135,0.0405405,0.027027,0.0135135,0.0405405,0.0135135,0.310811,0.162162,0.0405405
0.0160428,0.0213904,0.122995,0.0427807,0.0160428,0.0802139,0.0427807,0.0160428,0.0695187,0.0427807,0.00534759,0.262032,0.00534759,0.0588235,0.0320856,0.0481283,0.026738,0.0160428,0.0695187,0.00534759
0.0123457,0.0123457,0.037037,0.166667,0.0246914,0.0123457,0.104938,0.0493827,0.0432099,0.0493827,0.00617284,0.0925926,0.00617284,0.154321,0.037037,0.00617284,0.0308642,0.00617284,0.0185185,0.12963
0.00787402,0.0629921,0.00787402,0.0629921,0.023622,0.015748,0.0629921,0.0551181,0.0629921,0.0314961,0.110236,0.00787402,0.023622,0.00787402,0.00787402,0.0551181,0.181102,0.15748,0.015748,0.0393701
0.00990099,0.138614,0.00990099,0.049505,0.00990099,0.039604,0.039604,0.0693069,0.00990099,0.128713,0.019802,0.049505,0.019802,0.00990099,0.00990099,0.049505,0.019802,0.029703,0.257426,0.029703
0.00833333,0.05,0.00833333,0.208333,0.0333333,0.05,0.05,0.0333333,0.00833333,0.0333333,0.116667,0.025,0.00833333,0.191667,0.00833333,0.00833333,0.025,0.00833333,0.108333,0.0166667
0.008,0.016,0.024,0.048,0.016,0.008,0.032,0.016,0.008,0.048,0.136,0.024,0.032,0.056,0.2,0.184,0.048,0.024,0.032,0.04
0.0444444,0.0444444,0.0222222,0.0888889,0.0222222,0.0666667,0.0444444,0.0222222,0.0222222,0.0222222,0.0222222,0.0222222,0.0222222,0.177778,0.0888889,0.0222222,0.133333,0.0444444,0.0444444,0.0222222
0.484848,0.0212121,0.00909091,0.0242424,0.0272727,0.0121212,0.0787879,0.0121212,0.030303,0.0181818,0.0181818,0.0121212,0.0030303,0.0030303,0.0030303,0.0121212,0.0727273,0.0333333,0.0909091,0.0333333
0.00952381,0.228571,0.142857,0.0952381,0.00952381,0.0190476,0.0190476,0.00952381,0.0285714,0.0190476,0.047619,0.0571429,0.00952381,0.0190476,0.0571429,0.0571429,0.0190476,0.0571429,0.0380952,0.0571429
0.010101,0.0505051,0.010101,0.030303,0.0808081,0.030303,0.030303,0.0606061,0.010101,0.020202,0.020202,0.010101,0.0707071,0.121212,0.020202,0.0707071,0.222222,0.040404,0.030303,0.0606061
0.0168067,0.0420168,0.0420168,0.0420168,0.092437,0.0840336,0.0168067,0.0840336,0.00840336,0.0252101,0.0252101,0.285714,0.0504202,0.0252101,0.00840336,0.0336134,0.00840336,0.0252101,0.0504202,0.0336134
0.047619,0.031746,0.047619,0.031746,0.0634921,0.015873,0.031746,0.031746,0.0793651,0.015873,0.0952381,0.0634921,0.126984,0.015873,0.047619,0.015873,0.031746,0.126984,0.0634921,0.015873
0.0161943,0.00809717,0.0202429,0.0121457,0.0242915,0.00809717,0.133603,0.0364372,0.105263,0.0931174,0.271255,0.00809717,0.0161943,0.0364372,0.00809717,0.0404858,0.0121457,0.0445344,0.0890688,0.0161943
0.0339806,0.0485437,0.00485437,0.00485437,0.00970874,0.00485437,0.0242718,0.0291262,0.160194,0.199029,0.0485437,0.00485437,0.0776699,0.0339806,0.0291262,0.0291262,0.0582524,0.121359,0.038835,0.038835
